-2.56	-4.13	0.69	-2.46	-0.90	3.28	8.81	9.22
-1.95	-4.22	-0.13	-2.54	-0.23	4.61	7.97	9.75
-3.74	-3.86	-1.86	-3.45	0.30	4.61	7.13	9.84
-2.91	-4.02	-2.61	-3.20	-1.65	6.06	8.82	8.00
-3.85	-3.74	-1.05	-0.92	0.03	4.39	10.49	11.13
-3.71	-2.70	-1.17	-1.50	0.06	5.60	8.28	9.56
-3.74	-5.20	-1.79	-2.52	1.63	3.89	9.12	12.06
-3.19	-2.79	-1.42	-3.26	-0.20	4.97	8.30	9.99
-1.42	-4.66	0.84	-3.14	0.97	4.37	9.51	9.88
-2.97	-1.94	-1.55	-2.14	1.62	4.38	6.47	9.78
-3.55	-4.35	1.10	-1.95	1.36	5.04	10.32	9.01
-5.12	-3.04	-1.76	-1.83	1.08	4.68	6.94	9.13
-3.33	-3.28	-0.75	-2.45	-0.09	6.65	8.08	8.88
-2.78	-4.37	-1.98	-1.75	-1.09	4.36	6.42	10.64
-1.99	-3.11	-0.86	-3.51	0.59	4.05	5.85	9.09
-3.85	-3.34	-1.95	-3.21	0.08	3.08	8.55	9.17
-2.36	-4.07	-1.87	-1.98	-0.30	5.57	7.40	11.65
-2.65	-4.65	-0.63	-1.48	1.53	4.72	7.73	7.91
-1.47	-5.59	-0.05	-2.80	-2.45	6.18	8.99	10.39
-2.04	-4.34	-2.35	-1.36	-0.18	3.18	8.59	10.26
-5.66	-3.57	-2.09	-1.25	-0.78	4.59	8.42	8.50
-3.75	-4.29	-1.35	-1.72	2.89	3.18	9.02	8.73
-3.58	-2.91	-1.72	-3.00	-0.21	5.07	7.38	9.85
-2.10	-4.19	-1.03	-3.13	-0.29	5.16	6.44	9.41
-2.61	-3.20	-1.19	-3.93	0.20	4.91	8.90	10.53
-0.70	-2.39	-1.92	-3.31	-1.29	5.70	7.34	10.21
-4.09	-4.28	-0.38	-3.82	-0.06	5.81	7.13	10.31
-4.12	-4.27	-0.50	-2.25	1.10	6.55	8.46	8.61
-3.31	-4.25	-1.63	-1.56	-0.77	4.86	8.93	10.67
-1.56	-5.23	-2.35	-1.31	0.86	5.98	10.01	9.96
-2.87	-5.62	-1.99	-2.25	-0.35	3.00	7.87	10.53
-3.27	-4.66	-1.32	-0.91	1.34	5.23	7.83	8.33
-4.79	-5.25	-1.82	0.04	0.00	5.19	8.04	9.83
-3.18	-4.46	-1.51	-2.16	-0.58	3.92	7.97	9.68
-2.60	-2.44	2.17	-1.78	-0.14	5.04	7.29	11.36
-5.36	-2.64	-0.54	-3.33	-0.50	5.49	8.39	10.34
-2.83	-4.42	0.18	-1.65	-0.50	4.65	8.17	10.59
-2.28	-4.02	-1.88	-1.67	-1.26	6.42	7.87	10.16
-1.92	-3.22	-0.22	-1.80	0.51	4.16	7.41	10.41
-1.81	-4.28	-1.26	-0.97	0.00	4.29	8.38	8.92
-1.78	-4.23	-1.22	-2.79	0.14	5.19	6.82	8.90
-3.08	-4.28	-0.62	-1.09	0.07	3.48	5.67	10.26
-1.47	-4.28	0.90	0.13	-2.17	6.25	8.13	9.87
-4.59	-2.14	-2.20	-2.62	-0.72	5.98	8.81	9.80
-1.66	-6.49	-0.81	-1.43	1.17	5.55	5.52	10.44
-1.20	-2.10	-1.40	-1.67	0.12	4.46	6.47	10.73
-1.40	-5.38	-1.90	-2.38	-0.13	4.48	8.63	11.30
-4.41	-3.45	-0.34	-1.47	-0.46	4.03	6.41	10.95
-3.69	-5.28	-2.01	-2.71	1.47	5.50	9.02	10.38
-4.33	-4.67	-2.28	-2.73	-0.68	5.68	8.85	10.92
-2.23	-3.55	-1.47	-1.84	0.19	4.47	7.24	10.07
-3.10	-3.33	-2.94	-1.55	1.08	4.24	7.66	10.11
-1.82	-4.17	-1.20	-3.08	-0.12	2.27	7.09	7.53
-4.34	-4.81	-0.17	-3.48	0.27	5.18	7.09	8.21
-3.63	-3.81	-0.27	-2.35	-0.33	5.72	8.03	10.33
-1.91	-5.65	-1.34	-1.29	0.45	4.19	7.53	10.99
-3.02	-3.67	-0.21	-3.29	-1.26	4.92	6.03	10.07
-2.15	-4.84	-2.10	-2.57	1.06	4.81	9.07	9.85
-3.00	-4.80	-1.16	-0.43	0.23	4.67	5.80	10.35
-3.71	-5.12	-2.00	-2.52	-0.76	5.91	7.96	10.09
-2.45	-3.75	-0.02	-1.48	0.84	5.17	6.33	11.76
-3.00	-3.83	-2.44	-1.60	1.97	6.23	7.51	10.47
-3.41	-1.28	-0.58	-1.51	0.19	7.34	6.58	10.19
-1.31	-3.78	-0.13	-0.87	-1.21	4.92	9.67	9.49
-3.74	-3.46	0.01	-2.29	-0.86	4.44	7.71	10.39
-3.74	-4.80	0.13	-1.44	-1.44	5.18	7.00	11.30
-3.52	-3.12	-2.41	-1.97	0.62	5.10	7.92	10.21
-1.06	-3.89	-2.13	-0.80	0.76	3.66	8.21	8.79
-3.59	-4.79	-0.24	-2.49	-0.07	4.94	8.65	9.71
-2.64	-2.82	-0.47	-2.24	-0.37	3.48	9.04	8.89
-3.45	-3.57	0.79	-1.13	1.42	5.04	7.59	9.79
-2.23	-5.99	-1.75	-3.13	-0.62	7.37	9.60	9.94
-2.80	-2.30	0.16	-0.69	-0.31	4.81	7.20	8.05
-4.08	-4.12	-1.04	-2.00	1.04	4.24	8.27	8.74
-4.67	-1.24	-1.46	-3.60	-0.10	4.83	9.18	10.71
-3.51	-3.05	-0.37	-1.89	-0.38	5.68	6.85	10.99
-2.56	-4.83	0.64	-1.03	-0.35	4.67	8.79	10.28
-4.55	-4.14	-1.15	-2.53	1.52	5.54	10.12	9.88
-3.12	-4.24	0.93	-0.14	0.36	4.49	7.80	9.69
-2.49	-3.08	-0.68	-2.40	0.56	5.18	8.27	8.90
-1.87	-1.10	0.47	-0.07	1.43	6.79	9.11	10.42
-3.31	-3.29	-1.23	-1.65	0.97	4.39	6.92	9.87
-3.08	-4.64	-1.69	-2.59	0.53	4.10	9.06	7.46
-4.03	-4.03	-0.08	-0.10	0.68	4.74	9.12	10.70
-2.34	-3.17	-1.71	-0.54	0.65	3.99	7.14	10.96
